98	144
96	312
53	5808
0	16080
40	13440
89	504
80	1008
75	1872
48	11208
74	2088
21	15192
41	13320
78	1632
7	15912
13	15576
82	720
9	15768
73	2136
15	15504
65	2784
46	11760
51	7176
3	16008
33	14232
97	216
93	384
63	3120
54	5472
23	15144
36	13752
61	3216
35	13896
37	13728
92	408
49	11208
87	552
77	1680
66	2736
18	15456
26	14688
70	2376
1	16032
67	2712
28	14544
59	3504
17	15456
57	4392
22	15192
44	13152
81	864
19	15336
55	5184
12	15624
38	13584
95	312
90	504
43	13200
88	528
10	15672
85	552
72	2184
34	14136
68	2520
14	15552
16	15456
76	1872
32	14304
69	2496
56	5088
6	15936
25	14784
62	3120
29	14496
31	14352
94	336
83	720
60	3384
5	15936
24	14880
79	1128
42	13200
58	3744
2	16032
20	15336
91	504
39	13440
86	552
71	2352
4	15984
52	5880
30	14448
47	11472
84	624
11	15624
64	2832
45	12048
50	9168
8	15840
27	14616
