98	12960
90	31824
97	14256
95	18720
93	21024
94	20592
89	41472
84	42048
80	42912
19	126000
78	43056
50	68832
15	127728
27	122544
66	48960
51	65520
7	129744
16	127296
52	63072
5	131328
28	121536
81	42480
69	47808
8	129744
67	48816
6	129888
39	112752
77	43344
33	119232
62	50256
26	124560
42	104688
88	41616
85	41904
79	42912
9	129744
46	84096
23	124992
36	115920
83	42336
72	45216
56	55152
0	133056
37	115776
64	49104
48	75456
2	131904
11	129024
63	49248
4	131616
54	56736
3	131904
53	58752
41	108576
47	75456
14	127872
34	119232
75	44064
1	132624
65	49104
31	120240
61	50400
10	129456
44	94032
87	41760
24	124992
86	41904
74	44352
17	127296
18	127008
82	42336
71	45648
59	51696
21	125568
30	120816
70	46080
57	55152
22	125136
45	91296
60	51408
20	125568
38	114480
76	43776
58	52560
29	120960
40	112176
73	44928
55	56592
32	120096
49	69408
12	128736
35	117648
68	48096
13	128160
25	124848
91	30960
96	14976
43	99072
92	29808
