98	1440
95	2448
93	2496
78	3744
71	4440
18	10896
22	10536
76	3936
40	9096
70	4488
52	7296
20	10848
37	9336
68	4512
33	9672
61	5352
47	7488
51	7344
13	11160
27	10224
91	3048
80	3696
44	8208
79	3720
4	11424
11	11232
82	3672
2	11472
67	4584
42	8616
48	7488
94	2496
3	11448
92	2952
41	8688
87	3288
64	4920
1	11520
14	11136
74	4224
19	10896
45	8112
5	11424
31	9936
97	1536
89	3168
65	4704
23	10464
53	7008
88	3216
85	3528
63	5088
0	11592
35	9552
83	3600
16	11064
36	9480
86	3288
55	6648
73	4344
60	5352
25	10296
30	10080
66	4584
96	2400
84	3552
26	10272
8	11328
21	10680
77	3840
34	9648
69	4488
24	10320
50	7368
12	11184
15	11112
90	3168
75	4152
7	11328
10	11232
81	3696
46	7512
29	10104
39	9264
72	4440
59	5712
28	10152
56	6096
32	9816
49	7440
17	10920
38	9264
62	5184
57	6000
58	5928
43	8592
54	6696
6	11400
9	11304
