100	72
98	1944
90	2928
25	9552
49	7080
2	11064
31	9072
96	2256
83	3696
27	9432
78	4080
28	9336
70	4896
10	10704
48	7152
94	2568
86	3360
72	4536
58	5664
3	11040
19	10032
60	5400
9	10704
29	9312
81	3744
47	7176
18	10104
45	7320
33	8952
35	8712
73	4488
5	10968
59	5424
24	9576
38	8520
8	10728
21	9936
91	2880
69	4920
44	7656
51	6960
23	9576
50	6960
74	4440
99	1200
95	2328
34	8712
89	3096
84	3552
0	11088
54	6072
87	3312
77	4128
20	10008
41	8256
82	3696
56	5712
17	10128
43	8064
76	4296
62	5232
36	8640
61	5328
16	10176
57	5688
75	4320
14	10512
65	5016
97	2136
80	3936
39	8400
64	5088
26	9456
12	10584
22	9792
53	6240
1	11088
32	9048
93	2664
85	3432
92	2688
79	3960
88	3312
63	5136
52	6336
11	10608
40	8400
6	10872
30	9192
55	5736
37	8640
42	8088
71	4632
46	7272
4	11040
15	10248
68	4920
13	10536
67	4944
7	10848
66	4968
