102	480
97	720
68	2928
38	11304
54	7248
26	12144
46	9312
95	744
80	1704
70	2736
37	11400
65	3648
5	12888
61	5424
1	12984
24	12192
77	1896
71	2712
42	10704
59	5760
3	12936
57	6120
0	12984
49	8016
74	2208
11	12696
72	2640
50	7560
60	5520
19	12336
23	12216
90	1080
84	1536
75	2112
8	12840
48	8304
81	1632
47	9096
63	5232
21	12264
33	11640
88	1176
58	5904
27	12072
28	12000
78	1752
52	7392
16	12456
43	10680
67	3360
35	11544
36	11520
101	504
98	624
17	12456
94	816
73	2352
6	12864
55	6888
44	10128
45	9456
29	11928
34	11568
89	1176
18	12360
82	1584
39	11160
53	7368
14	12576
51	7560
100	576
93	888
40	10776
87	1224
13	12696
79	1728
69	2856
30	11928
41	10752
76	1920
15	12528
31	11928
99	624
92	888
25	12168
91	960
83	1584
56	6456
62	5352
2	12984
22	12240
85	1440
4	12936
64	4104
10	12720
12	12696
96	720
20	12288
86	1440
9	12840
66	3384
7	12840
32	11688
