100	720
39	67968
99	2736
92	15264
22	79056
61	36432
98	5328
96	9792
74	24192
28	77328
55	42480
43	63648
0	84096
24	78624
46	57600
78	22896
97	9792
94	10800
82	19440
5	83808
67	30816
45	61488
63	35568
2	83952
40	65808
91	15840
86	16848
70	28512
14	81936
25	78336
75	24048
71	27072
32	74448
42	64800
72	26352
21	79776
69	30240
16	81792
57	39600
9	83376
38	69840
90	15984
81	19872
37	70128
60	36576
88	16416
4	83808
87	16704
84	18000
54	42768
7	83664
50	46944
11	82656
41	65232
83	19296
6	83664
80	20880
73	25632
31	75600
62	35712
29	76464
53	42768
48	54864
51	46368
1	84096
30	76320
79	22032
65	32112
13	82368
27	77760
77	23616
18	81216
52	46368
23	78912
35	71856
85	17280
10	83088
58	38880
34	72864
44	63216
12	82656
33	73008
95	10800
47	56880
93	13968
26	78192
89	16272
68	30240
19	80640
66	31104
49	52848
59	38016
15	81792
36	70992
76	23904
20	80064
64	35424
17	81216
56	41760
3	83808
8	83664
