98	1032
96	1080
86	1296
62	4248
27	13368
35	12696
78	1728
66	3672
53	6096
5	14808
30	13104
59	5208
8	14712
17	14016
73	2280
1	14928
55	5712
19	13944
52	6120
93	1152
77	1872
22	13536
57	5640
26	13440
49	9480
37	12432
44	10608
90	1224
80	1512
74	2280
70	2976
10	14640
36	12648
71	2736
54	5760
0	14928
39	11496
56	5688
40	11376
45	10416
76	2232
24	13488
25	13440
81	1464
38	11568
79	1608
43	10680
51	6288
18	13992
23	13536
97	1056
67	3624
41	10944
64	4056
34	12792
60	4512
28	13176
33	12912
95	1080
91	1200
72	2664
16	14184
68	3504
9	14664
12	14376
87	1296
63	4224
6	14784
21	13560
82	1416
4	14856
69	3504
29	13152
47	10056
94	1128
85	1344
58	5640
11	14616
42	10920
83	1392
3	14856
46	10152
92	1176
15	14256
89	1272
75	2280
31	13080
61	4416
7	14736
14	14280
88	1296
2	14880
84	1392
50	6336
20	13824
48	9768
65	3720
13	14280
32	13080
