98	3456
96	8928
94	10656
56	49392
83	26496
35	95040
43	88560
95	10224
92	11520
90	15840
80	27360
31	95760
49	65520
89	23328
86	24192
82	27216
59	48096
4	106560
6	106272
79	28224
8	105696
58	48240
84	25920
75	28512
10	104832
71	37008
66	42048
60	45072
16	103392
57	49392
20	101088
52	56592
22	98496
37	94032
63	44208
7	106128
55	52128
1	107136
11	104400
68	38592
26	97920
62	44784
33	95616
61	44928
28	97632
53	54288
9	105264
25	97920
81	27360
42	90144
69	38160
27	97632
34	95472
87	23904
2	106704
85	24912
77	28224
15	103536
70	37296
64	43776
23	98352
24	98208
67	39024
30	96048
65	42912
47	67392
12	104112
41	90144
50	60480
3	106704
19	101664
78	28224
73	34560
38	93168
54	53424
0	107280
32	95616
74	29952
36	94464
51	59040
17	101952
21	100800
91	12384
46	71280
48	66672
13	103968
29	97488
93	10656
39	92880
72	35424
14	103824
44	82080
97	7488
5	106272
88	23904
18	101808
76	28368
40	91872
45	80208
