98	3168
45	54432
97	4176
70	16560
96	4752
26	75168
95	4896
84	8352
19	78912
60	22176
4	83088
41	65376
94	6192
91	7488
89	8064
74	12816
52	37008
33	69264
47	46800
61	21744
24	75456
46	48672
6	82800
44	59616
83	8496
35	68976
59	23184
14	80208
37	68112
90	7920
75	12816
66	18288
3	83952
65	19296
50	42048
58	24768
16	79344
18	79056
69	16848
23	75600
63	21312
7	82656
55	28080
8	82512
39	66960
79	9792
29	74160
78	9936
71	16416
54	28512
9	82224
17	79344
67	18000
28	74592
53	31968
32	72576
36	68112
76	12240
38	67536
56	26352
49	43632
21	77328
22	75888
51	38160
5	82944
34	69264
93	6768
88	8064
40	65376
86	8208
43	60048
81	9360
11	81072
15	79920
92	7200
73	13680
12	80784
72	15840
1	84960
68	16848
20	78768
31	73440
87	8208
80	9648
48	43920
64	20880
10	81936
57	25632
0	85248
2	84096
85	8352
62	21600
13	80496
30	74016
82	8928
42	60336
77	12096
25	75456
27	74736
