98	1008
95	1104
92	1152
74	2208
21	14448
29	13728
88	1224
7	15192
75	2160
9	15144
48	10440
94	1128
90	1176
53	6696
2	15288
26	14016
89	1200
70	2616
3	15288
65	3000
36	13176
42	12672
73	2280
19	14592
68	2640
31	13632
46	11280
93	1152
64	3024
27	13920
47	11112
78	1704
32	13560
60	4200
15	14856
24	14232
97	1056
84	1488
44	12648
81	1584
50	7632
22	14400
34	13512
71	2544
37	13056
69	2640
14	14856
66	2952
43	12648
56	5520
13	14904
39	12960
96	1080
85	1464
18	14712
83	1488
59	4224
1	15288
40	12888
79	1704
5	15240
33	13560
91	1176
86	1272
57	5232
30	13680
55	5616
6	15216
12	14976
72	2496
51	6960
4	15264
35	13440
63	3192
8	15144
38	13008
87	1272
16	14832
82	1560
61	3720
0	15336
45	11832
80	1608
76	2136
23	14400
58	5136
11	15024
54	5808
10	15096
41	12816
77	2016
52	6912
17	14736
20	14592
67	2712
28	13728
62	3264
25	14064
49	9336
