98	384
96	504
93	624
86	1104
8	12648
37	10392
87	1080
84	1368
49	8160
77	2328
72	2976
31	11016
54	7464
0	12792
50	8112
22	12000
40	10224
74	2376
6	12672
10	12552
85	1176
51	8016
82	1608
2	12768
15	12456
95	528
59	6312
17	12384
56	6768
3	12720
25	11688
92	792
79	1752
19	12096
70	3360
65	3888
7	12648
32	10968
68	3672
34	10704
64	3936
39	10224
44	9192
91	816
63	4152
5	12696
9	12600
89	1008
83	1440
21	12000
80	1656
62	4176
47	8808
4	12696
35	10536
60	5856
1	12792
53	7560
78	1968
38	10320
73	2424
55	7272
23	11784
26	11520
71	3120
18	12264
36	10488
88	1032
30	11064
75	2376
42	10032
69	3528
52	7560
67	3720
12	12528
46	8976
29	11160
33	10968
97	504
16	12408
94	576
58	6456
90	888
27	11400
81	1632
66	3720
28	11280
43	9672
11	12552
14	12456
76	2352
57	6576
24	11736
48	8376
13	12504
41	10152
61	5544
20	12024
45	9168
