98	3744
50	73152
97	25200
93	26640
90	27072
37	118944
89	27216
80	30528
68	42336
7	130464
33	120528
79	30672
63	47088
16	127008
23	124992
76	31392
59	48672
11	129744
43	108288
75	32400
39	117504
61	47664
17	126864
51	57600
29	122832
46	97776
86	28944
44	106560
83	29376
9	130032
35	119808
92	26784
60	48240
22	125280
32	120528
65	46512
21	125856
49	88416
96	25344
94	26640
87	28656
81	29952
5	130896
58	48816
45	105408
57	50256
14	127440
24	124848
85	29232
67	42768
53	53136
0	131616
19	126288
64	46512
48	90144
36	119520
47	96768
55	50688
12	128592
42	109152
69	40608
30	121824
54	51984
6	130752
10	129888
91	26784
3	131328
88	27216
78	30672
38	118800
41	116208
84	29376
26	124272
82	29520
74	33120
40	117360
62	47520
18	126288
27	124272
77	31104
20	126144
72	35280
28	123696
66	46512
1	131472
25	124416
95	25632
71	39888
2	131472
70	40464
52	56448
31	121536
34	120528
56	50256
8	130176
13	127728
73	33984
4	131184
15	127440
