100	696
94	1944
84	2784
77	3384
80	3216
65	4920
16	9648
61	5280
26	9048
31	8688
75	3552
29	8808
47	6720
87	2424
79	3216
5	10416
74	3648
70	4056
30	8736
68	4512
46	6768
37	8040
38	7824
63	5112
14	9840
55	5952
20	9408
45	6864
1	10512
21	9312
72	3792
18	9432
44	6888
83	2856
19	9432
60	5448
15	9672
42	7272
27	9000
32	8640
99	1296
97	1680
93	2160
35	8400
7	10152
12	9888
90	2328
48	6624
28	8856
40	7728
88	2424
56	5856
4	10440
53	6384
81	3192
25	9192
64	4968
96	1704
49	6552
92	2232
66	4728
34	8544
39	7824
86	2520
52	6384
13	9864
33	8568
78	3312
8	10128
73	3768
11	9984
43	6912
98	1680
62	5184
22	9288
36	8328
95	1920
89	2328
51	6432
6	10344
23	9216
67	4608
3	10488
59	5472
10	10080
50	6480
91	2256
54	6168
24	9192
41	7368
85	2544
17	9552
82	3000
69	4224
0	10512
2	10512
76	3528
57	5640
71	3864
9	10104
58	5520
