98	1080
88	1320
49	10584
84	1512
79	1944
57	4464
18	16152
23	15888
63	3936
34	14472
42	13704
80	1824
10	16368
40	13896
97	1104
95	1128
89	1296
14	16248
85	1368
43	13152
83	1584
12	16272
74	2952
64	3888
56	4512
5	16608
41	13800
60	4104
46	12336
50	5328
9	16488
30	14808
71	3024
0	16680
62	3960
4	16608
24	15840
91	1248
75	2832
68	3432
27	15360
32	14808
72	2976
51	5328
2	16656
33	14664
55	4776
20	15960
38	13968
87	1320
73	2952
59	4296
7	16488
28	15312
66	3696
45	12768
52	5232
22	15936
31	14808
77	2736
6	16584
37	14112
96	1128
93	1224
86	1344
69	3288
15	16248
26	15624
78	2016
13	16248
76	2784
47	12096
61	4032
21	15936
25	15816
90	1272
70	3072
29	15288
65	3768
8	16488
36	14232
82	1584
3	16632
81	1704
16	16176
67	3600
53	5088
11	16296
39	13896
58	4440
35	14352
54	4944
17	16176
44	12888
94	1176
48	10968
92	1224
1	16680
19	15984
