104	600
102	744
86	1656
53	8856
1	16488
24	15264
70	3456
28	15120
37	14520
101	792
98	936
58	6504
23	15288
35	14784
65	4296
7	16248
13	16200
99	840
96	1032
78	1968
29	15072
51	11016
93	1104
49	11880
92	1176
87	1488
25	15264
72	2568
22	15432
52	9576
90	1416
81	1824
31	15024
74	2496
69	3840
10	16200
47	12960
73	2520
60	6264
3	16488
4	16392
67	4128
5	16368
32	15000
89	1464
59	6408
40	13896
42	13752
71	3216
30	15048
54	7728
26	15168
38	14160
97	960
75	2496
8	16224
39	14136
95	1032
91	1200
46	13008
88	1464
12	16200
16	15768
94	1056
79	1896
19	15696
62	5136
2	16488
6	16272
83	1728
61	6048
36	14736
55	7104
44	13680
50	11544
63	4824
15	16176
21	15480
103	696
85	1704
9	16200
77	2232
43	13704
66	4272
27	15168
48	11952
100	840
80	1824
41	13824
57	6576
0	16488
33	15000
84	1704
56	6960
17	15744
18	15720
82	1776
14	16176
76	2400
11	16200
68	3912
20	15504
64	4344
34	14808
45	13272
