98	4320
34	65664
97	9936
88	12960
3	80640
9	78336
96	10080
94	10800
92	11232
82	15408
90	11664
74	21456
60	30672
7	78912
45	55440
65	27648
0	81648
43	56304
86	13680
78	18288
20	76176
71	22608
37	63936
64	28368
15	77184
36	64368
83	14688
2	81072
77	18432
63	28512
28	73152
52	41760
38	62352
50	48240
76	19440
13	77328
66	26928
14	77328
56	37728
33	66816
53	41616
27	73440
49	50832
8	78624
48	53136
93	11088
19	76176
91	11520
80	16992
54	41328
4	80496
40	58752
72	22176
21	75888
69	25632
59	32544
5	79200
30	69696
61	30528
42	56592
31	69264
35	64512
51	42912
1	81360
47	54288
89	12384
70	24192
6	79056
57	35280
10	78192
25	74304
87	12960
32	66960
85	14112
29	72432
84	14400
58	33984
24	74448
44	55584
73	21744
39	60048
68	25776
12	77616
22	75312
95	10512
26	74304
81	16272
75	21024
55	39600
23	75024
46	54864
67	25920
17	76464
41	56592
79	17424
18	76320
62	29088
11	78048
16	77040
