100	744
98	864
84	1728
16	8904
59	3984
51	5040
53	4920
28	7944
43	6552
96	960
87	1584
31	7848
68	2760
0	9576
62	3576
95	984
91	1128
80	1992
65	3024
35	7560
61	3720
25	8256
27	8112
78	2088
58	4056
2	9480
33	7728
71	2544
50	5184
63	3528
18	8688
44	6264
15	8952
26	8184
89	1272
49	5232
3	9432
6	9360
64	3192
8	9144
17	8832
94	1008
1	9576
92	1104
69	2736
90	1248
70	2616
46	5904
54	4776
36	7200
39	6840
76	2256
4	9360
74	2400
19	8664
72	2448
29	7944
38	6888
11	9072
22	8424
99	816
93	1104
86	1632
79	2016
48	5640
45	6096
47	5808
67	2808
42	6576
60	3792
9	9096
56	4512
14	8952
20	8640
83	1920
73	2424
55	4560
10	9072
21	8544
66	2904
40	6768
41	6696
82	1944
75	2400
23	8424
32	7824
81	1968
7	9144
24	8304
88	1272
12	9048
85	1680
52	4944
5	9360
30	7896
57	4248
97	912
34	7632
77	2088
13	9024
37	7032
